pitchMin,pitchMax,pitchAve,energy,duration,f0,f1,Happy
262.6363454,450.8652421,341.0171484,0.032769331,1.83325,1663.218489,3270.445766,1
192.8413509,465.0141111,329.6083773,0.01511093,1.909625,1005.831116,2963.826343,1
214.0030035,599.1227148,351.5495567,0.020679751,2.2915625,736.2466833,3040.803964,1
222.100596,578.0543023,329.6830595,0.030924772,1.52775,1049.653911,2513.560113,1
261.6179703,516.9415884,365.1961579,0.037719706,2.2151875,1798.377867,3204.490976,1
234.7442821,513.1242001,346.3852493,0.005570279,2.0624375,1166.935834,2556.210494,1
101.3335645,597.5908429,372.3148615,0.028920176,1.9096875,1942.732569,4192.369919,1
308.0342078,543.5775175,392.3508913,0.063274306,1.6040625,2036.667513,4094.520847,1
312.1681993,593.2665736,434.5372969,0.056731308,2.0624375,2543.36843,4157.338024,1
249.6321159,584.7916298,398.3431115,0.024409094,1.6805,422.2542741,2872.906949,1
293.2064413,582.9853887,392.5763,0.055084958,1.604125,2149.760199,4325.565266,1
364.7477143,512.1980834,426.1146825,0.082065456,1.83325,865.4777279,3692.979171,1
355.4662166,531.8786218,438.9957319,0.103270333,1.909625,520.0147869,2798.65345,1
370.5795667,599.5412285,454.2096557,0.078413386,1.6040625,286.1287688,2692.504562,1
302.4949447,592.3831085,412.2697227,0.018261099,1.2985625,968.2658352,2506.763441,1
305.0864036,592.4380968,411.6133602,0.028196344,1.77975,2492.374558,4373.590221,1
305.8308381,596.148149,382.5480045,0.069294566,1.756875,831.0439844,2585.813503,1
357.6213193,578.6165972,464.479046,0.076274191,1.3749375,1306.651525,1708.978659,1
311.720104,596.8956077,406.7393415,0.027919839,1.604125,1774.28835,3643.566503,1
312.6025656,593.0968713,427.540716,0.045028456,2.1388125,806.1190631,2199.788148,1
332.3242762,585.5991565,415.4023373,0.030493784,1.4513125,2460.594615,4204.993976,1
251.8026949,594.4632611,355.926839,0.052756709,1.83325,1853.504647,3544.741309,1
269.0995011,596.2693926,387.5448296,0.026291725,1.5276875,577.2752058,2639.582266,1
246.9362999,532.6849454,353.0025806,0.021546331,1.6805,1747.821244,3479.126314,1
308.2913891,519.867488,412.6190036,0.045526162,1.83325,618.3486562,2689.371743,1
219.1827345,596.3624698,357.0323566,0.040416278,2.1388125,365.6014955,3043.956229,1
135.2764764,585.2759039,372.1278559,0.029545553,1.6805,2316.843933,3997.167792,1
272.2401256,599.3250723,365.0022461,0.024867518,1.6805,974.7954623,2459.053085,1
252.4728771,593.9430277,387.320136,0.02667487,1.5276875,1193.075343,2518.909752,1
291.0570296,593.828771,450.6060446,0.015658855,1.4513125,1266.923617,1916.971921,1
309.123153,579.5392273,415.8958052,0.05216593,1.6040625,410.7369131,2577.228915,1
297.1881551,596.0835569,377.6471989,0.045265693,1.599,902.0008831,3147.432122,1
244.3756131,559.1705009,349.1199536,0.050447241,1.6750625,2726.570748,4243.398107,1
145.416725,599.5788985,344.1389512,0.017544471,2.0558125,1839.988913,3240.552068,1
257.6219162,592.9497484,398.8412514,0.031529129,1.5228125,1813.229307,3123.327116,1
195.0248194,551.2005557,352.828838,0.012493512,1.6750625,2056.60688,3554.124575,1
220.4613363,536.4328821,315.0543741,0.04259697,1.5989375,2983.30861,4509.304284,1
221.1106087,592.6148549,325.5169329,0.026869433,1.75125,2861.91236,4323.588912,1
303.9034318,477.511244,383.8596917,0.007223799,1.5228125,2873.869383,3557.693449,1
235.9992212,572.5019404,344.0965336,0.039250356,1.599,2503.355997,3972.957557,1
231.099776,574.5052452,357.5430827,0.133132313,1.6750625,1757.746651,4111.08695,1
303.0520004,590.761441,401.7551295,0.10047234,1.75125,1176.135443,2934.660158,1
289.5409937,584.7461462,428.2098439,0.115141795,1.675125,1075.899315,2712.154917,1
306.7737073,598.6212572,392.6959049,0.114606466,1.75125,1387.023833,2278.559423,1
245.3704824,584.6293674,384.2878527,0.066783616,1.5228125,1548.167887,1694.695395,1
230.0255278,568.1919629,326.4645941,0.110539109,1.9035,2983.98714,3857.165448,1
131.5619108,350.5276132,176.268413,0.023397947,2.116125,1541.717247,3169.561954,0
81.31025502,168.5347121,130.8838269,0.021805857,2.7206875,2200.384613,4901.947006,0
104.2877764,201.9139035,163.8146802,0.048415324,1.267625,579.484777,1772.476173,0
75.15489647,182.5698833,149.7138234,0.050986317,2.418375,173.4441306,2417.862634,0
93.22309305,320.7327987,167.7652661,0.00894962,1.662625,246.1491729,2364.182932,0
76.00949441,224.8394504,150.2015265,0.009189765,1.889375,2207.062964,3934.482743,0
140.6080752,575.8741062,274.6147812,0.045271243,2.116125,864.0291207,3543.416189,0
95.05767273,138.2227132,124.0245722,0.076501273,2.0405625,999.9552925,3336.289649,0
125.6659357,161.2078293,141.3937774,0.062571419,2.3428125,519.6044182,3132.872818,0
79.58499745,158.3361215,127.0693579,0.010329806,1.7381875,1130.677345,3463.205263,0
96.87790902,165.6332588,131.7638797,0.012540462,2.1160625,275.4524114,3374.100157,0
101.2273833,200.0484795,122.6539805,0.035939794,1.6626875,261.4259089,2226.305617,0
113.1606716,173.6531182,140.8827126,0.02067021,2.26725,1700.261482,2902.792147,0
102.9089405,216.17141,144.7483393,0.028791737,1.9649375,229.7173895,2333.150775,0
102.2379012,150.8702169,128.5392807,0.022973109,2.2866875,1051.865781,2654.202595,0
126.520426,169.7799515,150.4348446,0.017421098,2.1916875,1731.165643,4101.599851,0
133.0145309,165.6722281,154.8887502,0.0167223,1.889375,2769.598408,3426.819053,0
75.5987877,557.5691254,170.8206127,0.015532316,1.81375,301.6900277,2621.914225,0
76.70133719,281.465775,183.4309931,0.025434572,1.889375,452.5364995,2850.056403,0
163.4524196,245.1528009,198.792254,0.031313863,2.2104375,881.7524115,3313.614643,0
82.03565313,263.2045078,127.9468469,0.031442288,2.4939375,1084.843667,2728.488915,0
91.97591704,153.3731082,131.5925889,0.019722606,1.9649375,2238.301647,4094.520847,0
98.83514969,143.2662353,123.8894116,0.03314666,2.0405,199.2050173,2257.526014,0
77.86340145,515.2196202,142.4724421,0.016361986,2.26725,1306.506638,3492.422622,0
152.5972715,180.2645609,164.6418006,0.030535571,2.2104375,688.9644435,2999.324349,0
81.41097095,249.1459142,160.1371209,0.024152715,2.5695,2333.212395,4670.385309,0
113.4777961,206.1359767,155.1359545,0.024001397,1.662625,225.2349632,2494.610846,0
80.88644904,184.2582462,136.1729266,0.01609544,2.26725,1582.002735,3225.160209,0
147.3816486,224.7742229,187.5318706,0.027929989,1.889375,2071.834187,4438.991092,0
80.66984221,241.6212572,155.5664409,0.019747098,1.9818125,292.8832529,2868.426106,0
120.2715819,171.4635917,142.1957179,0.019403139,1.766375,2463.927046,4219.378647,0
77.06638821,503.290997,165.5495057,0.02799651,1.9199375,762.9566787,3028.22323,0
100.217516,167.4331459,125.1416192,0.021880687,1.8431875,919.0673644,2222.617346,0
119.37561,582.3306869,149.2328785,0.016277192,1.99675,1768.636767,3557.324633,0
117.8289541,504.2487418,172.6652723,0.018804633,1.843125,701.8001168,2218.229191,0
77.99441249,571.1967382,161.5480754,0.011135582,2.150375,804.0619999,2822.300699,0
76.55536114,237.9555773,157.1674856,0.01181702,1.99675,1377.623603,5204.10468,0
75.2808209,217.6434558,113.5223896,0.020484846,1.9199375,3590.527775,4372.485729,0
79.33512848,505.1607151,146.3340462,0.01935272,1.843125,2151.882413,4638.334584,0
75.64082323,250.6681901,139.9889853,0.026345261,2.091625,2026.40713,3268.775292,0
108.2012305,594.0817342,181.1099973,0.02748871,2.4575625,2901.993938,3374.221307,0
107.9879577,189.4718789,127.4150404,0.017183378,2.0735625,1750.474536,3620.305827,0
75.41653211,192.428607,133.3844488,0.020694206,2.303875,2328.132575,4094.520847,0
75.03944216,557.7122648,151.4189222,0.015167395,1.8431875,2369.804795,5053.983042,0
117.8509443,155.0535979,136.5562379,0.040859264,2.7113125,2413.660619,4247.980154,0
82.01295602,178.2488653,138.6960674,0.017826732,2.5599375,1768.853296,4012.194254,0
80.61944843,172.5630237,124.8798468,0.014640403,2.5599375,2472.838485,4284.205415,0
75.51085726,163.2870753,128.464246,0.016795776,2.594,2584.104079,4476.342988,0
138.3535933,211.7435925,162.5592651,0.027161317,2.321,925.8605808,2934.96638,0
100.8348546,177.7062654,141.4275072,0.019416297,2.0479375,2162.127545,3708.277607,0
136.4705198,197.7857106,185.7895424,0.002206487,1.1968125,2833.374395,4123.637241,0
148.7634433,252.0037082,205.5034026,0.005697253,1.0256875,1226.182497,3486.476605,0
174.9570726,292.518318,238.284852,0.0007881,1.1396875,1032.112446,2528.06295,0
117.4025212,230.5788777,188.9715856,0.00099074,1.196625,1461.370191,3457.904324,0
147.4797003,569.3696292,238.3396357,0.001479836,0.79775,800.6230525,4267.094912,0
148.1941561,283.0067035,206.3806681,0.001920886,0.9295625,1065.498181,2958.695895,0
176.2693061,555.7692692,254.0761475,0.000587932,1.367625,1306.772177,2739.37923,0
146.066244,189.3971541,167.8355339,0.000938986,0.94025,487.4239569,2600.977174,0
143.2023608,209.6287962,174.1739094,0.003453739,1.310625,2384.320063,4714.899056,0
117.5542272,175.0168655,154.5117081,0.00028045,1.1396875,2973.554975,4060.68585,0
157.8352767,230.331062,192.3595217,0.001911077,1.0256875,892.0008103,3411.205707,0
153.6348907,205.1698338,167.899924,0.000584738,0.94025,671.5196127,3331.19922,0
117.41299,264.5395012,183.0908301,0.000508369,1.324875,2660.581096,4498.195898,0
141.3898482,194.090443,164.7571501,0.000266332,0.85475,2856.142437,4164.659599,0
145.5293442,241.3535288,188.0033345,0.000821139,0.8975,610.1601358,3590.639552,0
126.0468077,188.7549526,152.0828042,0.000829241,1.2394375,734.5172804,2794.179732,0
132.5500532,196.77252,156.5664698,0.000399604,1.0684375,682.4831262,3485.134923,0
150.0285685,185.6654571,165.4543736,0.000355997,1.0684375,840.4443404,2969.281681,0
163.9944682,209.0769291,185.0447649,0.000570674,1.0256875,674.4550608,2775.331723,0
143.1811761,202.986423,171.592061,0.000148492,0.94025,2614.581468,4435.556583,0
125.6891445,202.1100301,150.7950595,0.000651332,0.9829375,901.1551992,2421.246987,0
